numunitid,obsval,source_code_description,description,target,predicted_source_code_description
8066,0,,\meddata\s6000\document\Apollo\2009\JUL\105852.TIF,,percent
9370,0,,mmol/L(N),,millimole per liter
8479,0,,\meddata\s6000\document\Apollo\2012\MAY\186107.TIF,,percent
7500,0,,\meddata\s6000\document\Apollo\2011\JUN\62802.TIF|,,percent
14491,0,,bottle wine/Wk,,percent
7553,0,,\meddata\s6000\document\Apollo\2008\NOV\SCAN0969.T,,percent
8071,0,,\meddata\s6000\document\Apollo\2012\FEB\177578.TIF,,percent
23333,0,,5/4,,percent
16624,0,,Neoral,,percent
8267,0,,\meddata\s6000\document\Apollo\2008\OCT\MERG8831.T,,percent
8481,0,,\meddata\s6000\document\Apollo\2011\AUG\164984.TIF,,percent
20280,0,,L/min200,,percent
14383,0,,5 - 7,,percent
21625,0,,10/9 l(53.4%),,billion per liter
7548,0,,\meddata\s6000\document\Apollo\2005\JUL\SCAN7878.T,,percent
7598,0,,\meddata\s6000\document\Apollo\2007\JUL\SCAN0120.T,,percent
7528,0,,\meddata\s6000\document\Apollo\2009\MAR\50276.TIF|,,percent
20626,0,,43 ng/L,,percent
7686,0,,\meddata\s6000\document\Apollo\2010\APR\52063.TIF|,,percent
15155,0,,- 170 beats/min,,heartbeat
21424,0,,& 95% on 4L,,percent
12398,0,,days getting worse,,percent
7516,0,,\meddata\s6000\document\Apollo\2011\MAY\61894.TIF|,,percent
8221,0,,\meddata\s6000\document\Apollo\2009\APR\99652.TIF|,,percent
11129,0,,Age in years,,percent
8081,0,,\meddata\s6000\document\Apollo\2009\APR\99821.TIF|,,percent
8292,0,,\meddata\s6000\document\Apollo\2010\MAR\125158.TIF,,percent
7453,0,,\meddata\s6000\document\Apollo\2010\JUN\53604.TIF|,,percent
12468,0,,weke,,percent
8204,0,,\meddata\s6000\document\Apollo\2011\JAN\146684.TIF,,percent
21742,0,,75 U/week,,percent
15546,0,,neck,,percent
8322,0,,\meddata\s6000\document\Apollo\2011\FEB\149100.TIF,,percent
8422,0,,\meddata\s6000\document\Apollo\2009\FEB\MERG1774.T,,percent
15499,0,,days s,,percent
19166,0,,Hypo's per week,,per week
20220,0,,mins ago.,,percent
14446,0,,IgA level,,percent
7506,0,,\meddata\s6000\document\Apollo\2010\JUN\53038.TIF|,,percent
8077,0,,\meddata\s6000\document\Apollo\2008\APR\73913.TIF|,,percent
14165,0,,1916F8772,,percent
21939,0,,cm year,,centimeter
8487,0,,\meddata\s6000\document\Apollo\2010\OCT\139430.TIF,,percent
7483,0,,\meddata\s6000\document\Apollo\2006\JUN\SCAN3035.T,,percent
21995,0,,5 g /a week,,percent
7509,0,,\meddata\s6000\document\Apollo\2011\FEB\59323.TIF|,,percent
13270,0,,10/9 l(7.78%),,billion per liter
12755,0,,\meddata\s6000\document\Apollo\2012\SEP\141086.TIF,,percent
7550,0,,\meddata\s6000\document\Apollo\2008\MAY\SCAN6268.T,,percent
7552,0,,\meddata\s6000\document\Apollo\2009\DEC\48840.TIF|,,percent
12622,0,,cans beer/night,,percent
14758,0,,microgram per liter,,percent
22051,0,,pints & bottle /week,,percent
24469,0,,\meddata\s6000\document\Apollo\2010\JUL\194650.TIF,,percent
7464,0,,\meddata\s6000\document\Apollo\2009\JUN\43359.TIF|,,percent
8166,0,,\meddata\s6000\document\Apollo\2011\DEC\172595.TIF,,percent
7499,0,,\meddata\s6000\document\Apollo\2007\DEC\MERG0892.T,,percent
5996,0,,HLA B27 antigen screening test,,percent
12034,0,,audit score 8,,score
20920,0,,ÃÂµg/mg,,percent
21868,0,,oz wk,,percent
14511,0,,9g/mL,,percent
10089,0,,x10*3/ul,,billion per liter
12967,0,,years?,,percent
19756,0,,\meddata\s6000\document\Apollo\2005\APR\10518.TIF|,,percent
8228,0,,\meddata\s6000\document\Apollo\2009\OCT\111878.TIF,,percent
10766,0,,1.1.1984,,percent
8372,0,,\meddata\s6000\document\Apollo\2009\APR\100347.TIF,,percent
15919,0,,\meddata\s6000\document\Apollo\2007\SEP\20212.TIF|,,percent
7493,0,,\meddata\s6000\document\Apollo\2005\JUN\SCAN7648.T,,percent
7613,0,,\meddata\s6000\document\Apollo\2005\FEB\SCAN5419.T,,percent
8246,0,,\meddata\s6000\document\Apollo\2008\OCT\MERG9262.T,,percent
15280,0,,oz./week,,percent
8278,0,,\meddata\s6000\document\Apollo\2012\MAY\184804.TIF,,percent
11669,0,,(0-3.8),,percent
7456,0,,\meddata\s6000\document\Apollo\2011\JUL\63512.TIF|,,percent
7651,0,,\meddata\s6000\document\Apollo\2009\JUN\43355.TIF|,,percent
8168,0,,\meddata\s6000\document\Apollo\2007\FEB\44363.TIF|,,percent
7631,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3792.T,,percent
8431,0,,\meddata\s6000\document\Apollo\2010\JUN\131569.TIF,,percent
20942,0,,3 A Day,,gram per 24 hours
7470,0,,\meddata\s6000\document\Apollo\2011\MAY\61969.TIF|,,percent
8241,0,,\meddata\s6000\document\Apollo\2011\JUN\159348.TIF,,percent
7259,0,,/week in winter only,,percent
19546,0,,\meddata\s6000\document\Apollo\2004\FEB\3641.TIF|3,,percent
12824,0,,\meddata\s6000\document\Apollo\2013\MAY\154324.TIF,,percent
12690,0,,hour?,,percent
8260,0,,\meddata\s6000\document\Apollo\2011\DEC\173738.TIF,,percent
20238,0,,Enter units,,percent
17602,0,,>124 ng/L,,percent
7662,0,,\meddata\s6000\document\Apollo\2012\AUG\SCAN1978.T,,percent
8211,0,,\meddata\s6000\document\Apollo\2011\DEC\173457.TIF,,percent
7595,0,,\meddata\s6000\document\Apollo\2010\NOV\57538.TIF|,,percent
15259,0,,micromol/mmol creat,,millimole per liter
7592,0,,\meddata\s6000\document\Apollo\2011\AUG\65342.TIF|,,percent
12751,0,,\meddata\s6000\document\Apollo\2013\MAY\154549.TIF,,percent
6588,0,,50g / week,,percent
22718,0,,week/socially,,percent
8124,0,,\meddata\s6000\document\Apollo\2012\9\Document 195,,percent
12631,0,,avge per day,,per 24 hours
8436,0,,\meddata\s6000\document\Apollo\2013\5\Document 220,,percent
8050,0,,\meddata\s6000\document\Apollo\2009\FEB\MERG1741.T,,percent
22253,0,,/2 day,,gram per 24 hours
12807,0,,\meddata\s6000\document\Apollo\2012\OCT\142753.TIF,,percent
12578,0,,glass of wine/day,,percent
17893,0,,micromol/24hr,,percent
7669,0,,\meddata\s6000\document\Apollo\2005\FEB\MERG0920.T,,percent
27738,0,,113beats/min,,percent
7575,0,,\meddata\s6000\document\Apollo\2009\AUG\MERG4625.T,,percent
7602,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN8182.T,,percent
1450,0,,regular beats/min,,heartbeat
11581,0,,1 min,,percent
19978,0,,-60 beats/min,,heartbeat
12768,0,,\meddata\s6000\document\Apollo\2012\OCT\143313.TIF,,percent
8155,0,,\meddata\s6000\document\Apollo\2008\SEP\83929.TIF|,,percent
21601,0,,kg/mA2,,kilogram per square meter
8511,0,,\meddata\s6000\document\Apollo\2012\APR\182996.TIF,,percent
8328,0,,\meddata\s6000\document\Apollo\2008\AUG\82356.TIF|,,percent
12822,0,,\meddata\s6000\document\Apollo\2012\SEP\140545.TIF,,percent
23802,0,,cdr,,percent
8247,0,,\meddata\s6000\document\Apollo\2009\JAN\93620.TIF|,,percent
7524,0,,\meddata\s6000\document\Apollo\2009\SEP\46431.TIF|,,percent
8371,0,,\meddata\s6000\document\Apollo\2011\AUG\164638.TIF,,percent
15508,0,,\meddata\s6000\document\Apollo\2011\9\Document 711,,percent
12845,0,,\meddata\s6000\document\Apollo\2013\MAR\150175.TIF,,percent
6185,0,,x daily,,percent
9765,0,,16mmols,,percent
9693,0,,ng/L (200-1100 ng/L),,percent
9169,0,,IU/L HIGH,,international unit per liter
23549,0,,eu.,,percent
7511,0,,\meddata\s6000\document\Apollo\2009\FEB\SCAN2500.T,,percent
9901,0,,O/E: inspection of blood NOS,,percent
6445,0,,/day Ex-moderate smoker,,per 24 hours
8094,0,,\meddata\s6000\document\Apollo\2007\NOV\63474.TIF|,,percent
15496,0,,vodka alt. days,,percent
12442,0,,wheezy,,percent
14760,0,,10 a day for 10 year,,billion per liter
12766,0,,\meddata\s6000\document\Apollo\2012\OCT\141987.TIF,,percent
17322,0,,%/10 year,,billion per liter
8084,0,,\meddata\s6000\document\Apollo\2011\DEC\173944.TIF,,percent
19944,0,,10/9 l(.202%),,billion per liter
8296,0,,\meddata\s6000\document\Apollo\2011\JUN\157871.TIF,,percent
8440,0,,\meddata\s6000\document\Apollo\2008\JUL\80009.TIF|,,percent
10686,0,,6-10/day,,billion per liter
17751,0,,/week (Socially),,percent
8012,0,,8 years ago,,percent
12642,0,,chest,,percent
19542,0,,\meddata\s6000\document\Apollo\2004\FEB\3576.TIF|3,,percent
12684,0,,-14 10*9 cells/L,,billion cells per liter
7442,0,,\meddata\s6000\document\Apollo\2009\JAN\SCAN1777.T,,percent
20644,0,,-63 beats/min,,heartbeat
20322,0,,1year,,percent
7845,0,,Aids antibody test,,percent
21833,0,,flexion,,percent
7448,0,,\meddata\s6000\document\Apollo\2009\JAN\MERG3020.T,,percent
23294,0,,2MG/3MG/3MG ALT D,,percent
21240,0,,cans cider twice/wk,,percent
7635,0,,\meddata\s6000\document\Apollo\2008\JUN\MERG1824.T,,percent
21185,0,,NIHR,,percent
18372,0,,- 40 beats/min,,heartbeat
7518,0,,\meddata\s6000\document\Apollo\2012\JAN\71595.TIF|,,percent
15228,0,,bottles Vodka/day,,gram per 24 hours
23371,0,,2mg/3mg alt dayd,,percent
8107,0,,\meddata\s6000\document\Apollo\2008\DEC\90427.TIF|,,percent
7447,0,,\meddata\s6000\document\Apollo\2004\AUG\SCAN2115.T,,percent
7444,0,,\meddata\s6000\document\Apollo\2009\FEB\SCAN3036.T,,percent
15330,0,,pmoI/I,,percent
3273,0,,10/9 l(.196%),,billion per liter
8238,0,,\meddata\s6000\document\Apollo\2012\APR\182995.TIF,,percent
19520,0,,\meddata\s6000\document\Apollo\2004\DEC\8300.TIF|8,,percent
8222,0,,\meddata\s6000\document\Apollo\2012\JUN\189459.TIF,,percent
9703,0,,10- 20 per day,,billion per liter
16667,0,,10/9 l(8.60%),,billion per liter
12447,0,,hays,,percent
8502,0,,\meddata\s6000\document\Apollo\2010\AUG\135336.TIF,,percent
12806,0,,\meddata\s6000\document\Apollo\2012\OCT\142037.TIF,,percent
21159,0,,bottles wine + vodka,,percent
8266,0,,\meddata\s6000\document\Apollo\2008\DEC\89757.TIF|,,percent
7565,0,,\meddata\s6000\document\Apollo\2004\DEC\SCAN4117.T,,percent
19745,0,,\meddata\s6000\document\Apollo\2004\SEP\7117.TIF|7,,percent
24071,0,,exp = 6.95 - 16.70,,percent
18438,0,,U/every 3weeks,,percent
8384,0,,\meddata\s6000\document\Apollo\2010\SEP\137651.TIF,,percent
12699,0,,hours 24,,percent
18543,0,,\meddata\s6000\document\Apollo\2012\3\Document 192,,percent
20295,0,,U/week 16,,percent
8243,0,,\meddata\s6000\document\Apollo\2006\FEB\19313.TIF|,,percent
7445,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4695.T,,percent
8099,0,,\meddata\s6000\document\Apollo\2008\SEP\84382.TIF|,,percent
8209,0,,\meddata\s6000\document\Apollo\2012\JUL\191626.TIF,,percent
7557,0,,\meddata\s6000\document\Apollo\2004\SEP\MERG0353.T,,percent
4821,0,,ug/L (3.5-14.0),,percent
8080,0,,\meddata\s6000\document\Apollo\2009\JUL\107001.TIF,,percent
16717,0,,month ago,,percent
11563,0,,0.17 - 0.37,,percent
7617,0,,\meddata\s6000\document\Apollo\2009\SEP\SCAN8021.T,,percent
11696,0,,day .,,gram per 24 hours
7441,0,,\meddata\s6000\document\Apollo\2006\APR\SCAN1826.T,,percent
22799,0,,every 2/12,,score
7485,0,,\meddata\s6000\document\Apollo\2008\JUN\MERG1770.T,,percent
7637,0,,\meddata\s6000\document\Apollo\2004\JUN\756.TIF|75,,percent
11243,0,,008087,,percent
3137,0,,10/9 l(41.1%),,billion per liter
22056,0,,\meddata\s6000\document\Apollo\2011\FEB\332990.AHF,,percent
12555,0,,walk,,percent
11186,0,,binges,,percent
5116,0,,1681,,percent
15972,0,,% percent,,percent
7539,0,,\meddata\s6000\document\Apollo\2010\JUL\54396.TIF|,,percent
8225,0,,\meddata\s6000\document\Apollo\2009\APR\100370.TIF,,percent
7419,0,,\meddata\s6000\document\Apollo\2012\MAR\76269.TIF|,,percent
9567,0,,2 /day,,gram per 24 hours
12787,0,,\meddata\s6000\document\Apollo\2012\OCT\141857.TIF,,percent
6192,0,,points/10,,billion per liter
12859,0,,\meddata\s6000\document\Apollo\2012\DEC\144944.TIF,,percent
8052,0,,\meddata\s6000\document\Apollo\2009\DEC\116622.TIF,,percent
16666,0,,10/9 l(69.8%),,billion per liter
12819,0,,\meddata\s6000\document\Apollo\2012\OCT\142303.TIF,,percent
7402,0,,\meddata\s6000\document\Apollo\2010\FEB\50305.TIF|,,percent
8160,0,,\meddata\s6000\document\Apollo\2008\SEP\84206.TIF|,,percent
7546,0,,\meddata\s6000\document\Apollo\2009\JUN\SCAN5542.T,,percent
8248,0,,\meddata\s6000\document\Apollo\2010\JUN\130361.TIF,,percent
7660,0,,\meddata\s6000\document\Apollo\2012\APR\SCAN8866.T,,percent
8376,0,,\meddata\s6000\document\Apollo\2009\OCT\112892.TIF,,percent
12769,0,,\meddata\s6000\document\Apollo\2012\OCT\142739.doc,,percent
12798,0,,\meddata\s6000\document\Apollo\2012\JUN\135104.TIF,,percent
8444,0,,\meddata\s6000\document\Apollo\2011\SEP\166359.TIF,,percent
7531,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3660.T,,percent
23068,0,,ug/l*,,percent
8181,0,,\meddata\s6000\document\Apollo\2009\OCT\113391.TIF,,percent
7670,0,,\meddata\s6000\document\Apollo\2008\MAY\SCAN6814.T,,percent
8480,0,,\meddata\s6000\document\Apollo\2008\OCT\SCAN9966.T,,percent
12841,0,,\meddata\s6000\document\Apollo\2012\SEP\141279.TIF,,percent
15848,0,,mmol/L [,,millimole per liter
7582,0,,\meddata\s6000\document\Apollo\2008\AUG\35252.TIF|,,percent
11008,0,,/weekly pouch,,percent
8508,0,,\meddata\s6000\document\Apollo\2009\DEC\116382.TIF,,percent
27379,0,,vapes /day,,gram per 24 hours
8361,0,,\meddata\s6000\document\Apollo\2012\APR\184417.TIF,,percent
8212,0,,\meddata\s6000\document\Apollo\2011\MAY\156708.TIF,,percent
7487,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4700.T,,percent
8197,0,,\meddata\s6000\document\Apollo\2011\DEC\173598.TIF,,percent
21202,0,,nmol/mmolCr,,nanomole per 24 hours
20672,0,,jones,,percent
12656,0,,- 7/day,,gram per 24 hours
8306,0,,\meddata\s6000\document\Apollo\2012\FEB\178193.TIF,,percent
8262,0,,\meddata\s6000\document\Apollo\2012\9\Document 197,,percent
7468,0,,\meddata\s6000\document\Apollo\2011\SEP\66167.TIF|,,percent
10177,0,,Exercise (hrs per week),,per week
8326,0,,\meddata\s6000\document\Apollo\2009\MAY\101451.TIF,,percent
10781,0,,umol / 24 Hours,,micromole per 24 hours
12820,0,,\meddata\s6000\document\Apollo\2012\AUG\140426.TIF,,percent
7479,0,,\meddata\s6000\document\Apollo\2007\OCT\27793.TIF|,,percent
12479,0,,-100mmHg,,percent
12490,0,,pints Fri & Sat,,percent
7424,0,,\meddata\s6000\document\Apollo\2012\MAY\76616.TIF|,,percent
12672,0,,weekk,,percent
12546,0,,pints @ weekend,,percent
7679,0,,\meddata\s6000\document\Apollo\2004\NOV\MERG0623.T,,percent
8253,0,,\meddata\s6000\document\Apollo\2012\FEB\177510.TIF,,percent
7668,0,,\meddata\s6000\document\Apollo\2009\NOV\47593.TIF|,,percent
8098,0,,\meddata\s6000\document\Apollo\2011\MAY\156576.TIF,,percent
8313,0,,\meddata\s6000\document\Apollo\2011\JUN\160126.TIF,,percent
8232,0,,\meddata\s6000\document\Apollo\2011\OCT\169225.TIF,,percent
13558,0,,24 hour urine volume NOS,,percent
19235,0,,(>15) %,,percent
12604,0,,motns,,percent
8290,0,,\meddata\s6000\document\Apollo\2012\JAN\174909.TIF,,percent
12594,0,,weeks r,,percent
12603,0,,/30 rolls ups day,,gram per 24 hours
8415,0,,\meddata\s6000\document\Apollo\2008\DEC\90177.TIF|,,percent
8198,0,,\meddata\s6000\document\Apollo\2009\AUG\108706.TIF,,percent
13526,0,,Braden,,percent
7471,0,,\meddata\s6000\document\Apollo\2012\FEB\73316.TIF|,,percent
18422,0,,bottles wine per day,,per 24 hours
7416,0,,\meddata\s6000\document\Apollo\2008\NOV\SCAN0933.T,,percent
12597,0,,/168,,percent
10758,0,,can not remember,,percent
18810,0,,1 2 aweek,,percent
1516,0,,per day/,,per 24 hours
20445,0,,/70.20,,percent
21082,0,,- 81 ng/L,,percent
18384,0,,/110 mmHg,,percent
18192,0,,4/month,,percent
4191,0,,. ..4.,,percent
20560,0,,(>25) %,,percent
7566,0,,\meddata\s6000\document\Apollo\2009\FEB\40530.TIF|,,percent
8152,0,,\meddata\s6000\document\Apollo\2009\MAY\102136.TIF,,percent
15842,0,,10/9 l(.724%),,billion per liter
7394,0,,\meddata\s6000\document\Apollo\2010\JUN\53746.TIF|,,percent
8196,0,,\meddata\s6000\document\Apollo\2013\4\Document 217,,percent
7610,0,,\meddata\s6000\document\Apollo\2012\AUG\SCAN1491.T,,percent
18649,0,,1542,,percent
7527,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN8217.T,,percent
8449,0,,\meddata\s6000\document\Apollo\2008\AUG\MERG7630.T,,percent
15596,0,,10/9 l(27.0%),,billion per liter
7393,0,,\meddata\s6000\document\Apollo\2009\JAN\MERG3120.T,,percent
7673,0,,\meddata\s6000\document\Apollo\2008\FEB\MERG1149.T,,percent
22263,0,,10 g,,billion per liter
7574,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4702.T,,percent
7614,0,,\meddata\s6000\document\Apollo\2005\DEC\SCAN0698.T,,percent
13289,0,,\meddata\s6000\document\Apollo\2012\12\Document 90,,percent
8428,0,,\meddata\s6000\document\Apollo\2009\DEC\116204.TIF,,percent
23287,0,,10 mg daily,,billion per liter
14330,0,,POSITION,,percent
8352,0,,\meddata\s6000\document\Apollo\2008\JUN\78776.TIF|,,percent
7473,0,,\meddata\s6000\document\Apollo\2007\OCT\28416.TIF|,,percent
7496,0,,\meddata\s6000\document\Apollo\2010\MAR\51949.TIF|,,percent
18680,0,,consent,,percent
8349,0,,\meddata\s6000\document\Apollo\2005\SEP\8284.TIF|8,,percent
8412,0,,\meddata\s6000\document\Apollo\2006\FEB\18803.TIF|,,percent
8263,0,,\meddata\s6000\document\Apollo\2012\JUL\192269.TIF,,percent
23822,0,,1643,,percent
12857,0,,\meddata\s6000\document\Apollo\2012\OCT\142897.TIF,,percent
8284,0,,\meddata\s6000\document\Apollo\2013\2\Document 211,,percent
17941,0,,times/two week,,per week
7811,0,,Mean cell haemoglobin,,percent
13266,0,,10/9 l(.214%),,billion per liter
7396,0,,\meddata\s6000\document\Apollo\2009\MAY\42463.TIF|,,percent
12657,0,,year approx.,,percent
7451,0,,\meddata\s6000\document\Apollo\2009\OCT\SCAN8611.T,,percent
12852,0,,\meddata\s6000\document\Apollo\2012\OCT\142405.TIF,,percent
17064,0,,-80%,,percent
11600,0,,mmol//,,millimole per liter
8390,0,,\meddata\s6000\document\Apollo\2010\APR\126360.TIF,,percent
7510,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2613.T,,percent
7437,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2382.T,,percent
12815,0,,\meddata\s6000\document\Apollo\2012\SEP\140438.TIF,,percent
3031,0,,postperiod,,percent
16181,0,,5am,,percent
8068,0,,\meddata\s6000\document\Apollo\2006\JAN\17058.TIF|,,percent
13417,0,,U/two week,,percent
12848,0,,\meddata\s6000\document\Apollo\2012\JUN\135000.doc,,percent
7406,0,,\meddata\s6000\document\Apollo\2012\MAR\MERG2780.T,,percent
8137,0,,\meddata\s6000\document\Apollo\2012\JUL\191837.TIF,,percent
13602,0,,L450,,percent
8230,0,,\meddata\s6000\document\Apollo\2009\AUG\108465.TIF,,percent
7478,0,,\meddata\s6000\document\Apollo\2009\SEP\SCAN7694.T,,percent
7412,0,,\meddata\s6000\document\Apollo\2007\MAR\SCAN0193.T,,percent
4999,0,,1839,,percent
12735,0,,weekends/occasional,,percent
7520,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3804.T,,percent
19966,0,,-105 beats/min,,heartbeat
7431,0,,\meddata\s6000\document\Apollo\2009\JUL\44638.TIF|,,percent
8159,0,,\meddata\s6000\document\Apollo\2005\JUN\210.TIF|21,,score
7398,0,,\meddata\s6000\document\Apollo\2009\JUN\SCAN5896.T,,percent
7680,0,,\meddata\s6000\document\Apollo\2010\JUN\53370.TIF|,,percent
8285,0,,\meddata\s6000\document\Apollo\2010\APR\126425.TIF,,percent
8165,0,,\meddata\s6000\document\Apollo\2009\JUL\106491.TIF,,percent
7568,0,,\meddata\s6000\document\Apollo\2011\JAN\59272.TIF|,,percent
19631,0,,\meddata\s6000\document\Apollo\2004\MAR\3979.TIF|3,,percent
20874,0,,times on waking,,percent
21882,0,,- 1755 ng/L,,percent
20512,0,,A week only when i d,,percent
6056,0,,Nose swab culture negative,,percent
12420,0,,triage,,percent
17536,0,,mU/L (H),,percent
4825,0,,ug/L (3.5-14.0 ug/L),,microgram per liter
7408,0,,\meddata\s6000\document\Apollo\2011\AUG\64594.TIF|,,percent
8268,0,,\meddata\s6000\document\Apollo\2012\AUG\193668.TIF,,percent
10477,0,,ÃÂ£,,percent
8338,0,,\meddata\s6000\document\Apollo\2012\AUG\193657.TIF,,percent
24340,0,,'a little',,percent
19946,0,,10/9 l(21.2%),,billion per liter
13265,0,,10/9 l(41.2%),,billion per liter
15542,0,,\meddata\s6000\document\Apollo\2012\7\Document 839,,percent
8065,0,,\meddata\s6000\document\Apollo\2009\FEB\SCAN1512.T,,percent
8104,0,,\meddata\s6000\document\Apollo\2011\SEP\165951.TIF,,percent
21798,0,,23/30,,percent
12804,0,,\meddata\s6000\document\Apollo\2013\FEB\148367.TIF,,percent
23813,0,,90 above,,percent
20752,0,,Cigarillos/Week,,percent
12702,0,,week plus,,percent
7678,0,,\meddata\s6000\document\Apollo\2011\OCT\67316.TIF|,,percent
25807,0,,\meddata\s6000\document\Apollo\2009\JAN\117739.TIF,,percent
7397,0,,\meddata\s6000\document\Apollo\2012\FEB\73266.TIF|,,percent
20257,0,,-100%,,percent
7649,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN8163.T,,percent
7534,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4701.T,,percent
8524,0,,\meddata\s6000\document\Apollo\2008\DEC\90900.TIF|,,percent
6033,0,,Gastric function test NOS,,percent
11545,0,,0.5 - 2.0,,percent
17470,0,,Lupus Units,,percent
11730,0,,(120 - 650),,percent
19066,0,,mcg/ L,,percent
2751,0,,mmmHg,,percent
15146,0,,bottle of wine/day,,percent
8151,0,,\meddata\s6000\document\Apollo\2009\JUL\106387.TIF,,percent
8499,0,,\meddata\s6000\document\Apollo\2009\DEC\117813.TIF,,percent
18428,0,,-25/day,,gram per 24 hours
8088,0,,\meddata\s6000\document\Apollo\2011\SEP\165632.TIF,,percent
21612,0,,biweekly,,percent
10068,0,,2 joints of cannibis,,percent
8356,0,,16067,,percent
6781,0,,mm3 426..,,percent
18850,0,,25 hour,,percent
6206,0,,10/9 l(7.57%),,billion per liter
8264,0,,\meddata\s6000\document\Apollo\2011\DEC\173701.TIF,,percent
13142,0,,= 79% of predicted,,percent
8425,0,,\meddata\s6000\document\Apollo\2012\JUN\187708.TIF,,percent
7584,0,,\meddata\s6000\document\Apollo\2012\OCT\81142.TIF|,,percent
7537,0,,\meddata\s6000\document\Apollo\2012\APR\74738.TIF|,,percent
19328,0,,\meddata\s6000\document\Apollo\2003\AUG\952.TIF|95,,percent
23009,0,,cigaretters/day,,gram per 24 hours
7572,0,,\meddata\s6000\document\Apollo\2012\JAN\72740.TIF|,,percent
8471,0,,\meddata\s6000\document\Apollo\2010\JAN\120340.TIF,,percent
8520,0,,\meddata\s6000\document\Apollo\2011\SEP\166286.TIF,,percent
21238,0,,cans beer a day,,percent
15489,0,,mnoths,,percent
7404,0,,\meddata\s6000\document\Apollo\2012\AUG\MERG4697.T,,percent
8067,0,,\meddata\s6000\document\Apollo\2011\SEP\165961.TIF,,percent
